idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
10,How many elements make up the tuple that formally defines a ,numerical,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
11,"In what year did the Transformer architecture emerge, accord",temporal,0.5,0.6309297535714575,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
12,What time period does the paper assign to the Agentic AI Era,temporal,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
13,What publication date range did the review's inclusion crite,temporal,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
14,What five historical eras of AI does the paper's timeline ch,temporal,0.1619047619047619,0.25396394625863355,60.0,4.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
15,How does the paper distinguish an AI Agent from Agentic AI a,spanning,0.8333333333333334,0.8769765845238192,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
16,How do coordination mechanisms differ between the symbolic a,spanning,0.09821428571428571,0.1910024728516816,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
17,How does the paper connect the choice of architectural parad,spanning,0.65625,0.6421377130631885,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
18,How does the paper contrast MDPs and POMDPs?,comparative,0.5833333333333334,0.6989028538870533,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
19,How does transparency and explainability differ between the ,comparative,0.5,0.6309297535714575,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
20,How does the paper compare the flexibility and verifiability,comparative,0.225,0.33667661793180637,75.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,0.8315546295836225,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7083333333333334,0.6579991725618418,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.5,0.6309297535714575,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
24,What real-world hybrid example does the paper give for robot,relationship,0.5,0.6309297535714575,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
25,What company's product is given as the example of neural/orc,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
26,What system is cited as the example of the symbolic/determin,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.5,0.5714285040141098,100.0,4.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6369510837770007,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.9815725350259393,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.0,0.0,0.0,3.0,3.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
32,Who wrote this agentic AI review paper?,direct_fact,0.25,0.43067655807339306,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
33,What formal reporting guideline did the researchers follow w,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
34,How many total papers make up the survey's final reviewed co,numerical,0.5,0.6252900668460089,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
35,In what year was the Transformer architecture first introduc,temporal,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
36,Which two symbolic cognitive architectures does the paper si,direct_fact,1.0,0.8175295903539445,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
37,How does agent-to-agent coordination differ between rule-bas,spanning,0.1875,0.27760190201928964,50.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
38,Why does the paper say it's harder to pin legal responsibili,relationship,0.25,0.4974383697297167,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
39,What does the paper ultimately recommend as the way forward ,holistic,0.6666666666666666,0.6131471927654584,66.66666666666666,3.0,3.0,2.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
40,What role does Deep Reinforcement Learning play as a bridge ,relationship,0.7777777777777778,0.8333333333333334,100.0,5.0,4.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
41,Which API category does the paper list Bloomberg Terminal AP,direct_fact,1.0,0.9301288265165021,100.0,3.0,3.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
42,What are two evaluation metrics the paper lists specifically,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
43,What governance requirement does the paper specify for the ',direct_fact,0.3333333333333333,0.2659076298483422,33.33333333333333,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
44,What blockchain-related trend does the paper discuss as an e,direct_fact,0.7333333333333334,0.7956176024115139,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
45,What does the paper identify as the primary weakness of curr,direct_fact,0.4920634920634921,0.5539396392194976,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
46,"Besides arXiv, which two literature databases does the paper",direct_fact,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
47,What is the DOI or the name of the journal that formally pub,unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
48,"How much grant funding, or from which funding agency, suppor",unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
49,What accuracy or F1 score did the authors' own proposed neur,unanswerable,0.0,0.0,0.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
50,Who are the named peer reviewers who evaluated this paper be,unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
51,What programming language or software did the authors build ,unanswerable,0.0,0.0,0.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=100",2026-07-11_20-25-18
