idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
19,How does transparency and explainability differ between the ,comparative,0.16666666666666666,0.3562071871080222,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
20,How does the paper compare the flexibility and verifiability,comparative,0.23154761904761906,0.4770404440640281,100.0,4.0,5.0,3.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
21,What are the two cognitive architectures the paper identifie,direct_fact,0.5,0.640925341689295,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.6666666666666666,0.6105182098612075,66.66666666666666,4.0,3.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.25,0.2820460470092947,50.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
24,What real-world hybrid example does the paper give for robot,relationship,0.0,0.0,0.0,3.0,2.0,3.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
25,What company's product is given as the example of neural/orc,direct_fact,0.1,0.2890648263178879,100.0,1.0,1.0,2.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
26,What system is cited as the example of the symbolic/determin,direct_fact,0.3333333333333333,0.5,100.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.1111111111111111,0.3010299956639812,100.0,1.0,1.0,2.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,2.0,2.0,3.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6127954645097106,66.66666666666666,5.0,4.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.8370914244327538,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.0,0.0,0.0,3.0,1.0,1.0,e5-base-v2,Mistral-Large-3,research_papers,,2026-07-10_15-45-09
