idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
16,How do coordination mechanisms differ between the symbolic a,spanning,0.11458333333333333,0.20985304203496713,50.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
17,How does the paper connect the choice of architectural parad,spanning,0.5714285714285714,0.6231268384053209,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
18,How does the paper contrast MDPs and POMDPs?,comparative,0.611111111111111,0.730523562860046,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
19,How does transparency and explainability differ between the ,comparative,1.0,1.0,100.0,5.0,5.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
20,How does the paper compare the flexibility and verifiability,comparative,0.027777777777777776,0.09045374589090399,25.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7777777777777778,0.7651222206249737,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.5,0.5,50.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
24,What real-world hybrid example does the paper give for robot,relationship,1.0,1.0,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
25,What company's product is given as the example of neural/orc,direct_fact,0.5,0.6309297535714575,100.0,5.0,4.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
26,What system is cited as the example of the symbolic/determin,direct_fact,1.0,0.9598603945740938,100.0,5.0,4.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.125,0.31546487678572877,100.0,5.0,3.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,3.0,2.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6489674765086582,66.66666666666666,5.0,4.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.8608246569898147,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.1111111111111111,0.23747145807201478,66.66666666666666,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_15-11-19
