idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
14,What five historical eras of AI does the paper's timeline ch,temporal,0.16666666666666666,0.2261859507142915,40.0,3.0,3.0,3.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
15,How does the paper distinguish an AI Agent from Agentic AI a,spanning,0.8333333333333334,0.8251338864706471,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
16,How do coordination mechanisms differ between the symbolic a,spanning,0.3125,0.3079234722265362,50.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
17,How does the paper connect the choice of architectural parad,spanning,0.5714285714285714,0.6231268384053209,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
18,How does the paper contrast MDPs and POMDPs?,comparative,0.5833333333333334,0.7083246062995312,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
19,How does transparency and explainability differ between the ,comparative,1.0,1.0,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
20,How does the paper compare the flexibility and verifiability,comparative,0.07500000000000001,0.16897940838810738,50.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7777777777777778,0.7581579089926054,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.3333333333333333,0.5,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
24,What real-world hybrid example does the paper give for robot,relationship,1.0,1.0,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
25,What company's product is given as the example of neural/orc,direct_fact,0.5,0.6309297535714575,100.0,5.0,4.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
26,What system is cited as the example of the symbolic/determin,direct_fact,1.0,0.9598603945740938,100.0,5.0,3.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.125,0.31546487678572877,100.0,5.0,4.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,5.0,4.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6489674765086582,66.66666666666666,5.0,4.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.9239203047750898,100.0,5.0,5.0,4.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.1111111111111111,0.23747145807201478,66.66666666666666,5.0,5.0,5.0,text-embedding-3-small,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-11_16-12-36
