idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7777777777777778,0.7910826977741374,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.5,0.6509209298071326,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
24,What real-world hybrid example does the paper give for robot,relationship,0.5,0.6309297535714575,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
25,What company's product is given as the example of neural/orc,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
26,What system is cited as the example of the symbolic/determin,direct_fact,0.5,0.6621780785943642,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.5,0.6934264036172708,100.0,4.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
29,What is the central argument the paper makes about the futur,holistic,0.7142857142857143,0.7182075189102699,100.0,5.0,4.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,1.0,100.0,5.0,4.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.3333333333333333,0.420619835714305,66.66666666666666,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
32,Who wrote this agentic AI review paper?,direct_fact,0.2,0.38685280723454163,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
33,What formal reporting guideline did the researchers follow w,direct_fact,1.0,0.9674679834891693,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
34,How many total papers make up the survey's final reviewed co,numerical,0.5,0.638073425241111,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
35,In what year was the Transformer architecture first introduc,temporal,1.0,1.0,100.0,5.0,3.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
36,Which two symbolic cognitive architectures does the paper si,direct_fact,1.0,0.8175295903539445,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
37,How does agent-to-agent coordination differ between rule-bas,spanning,0.14583333333333331,0.26264160090194105,50.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
38,Why does the paper say it's harder to pin legal responsibili,relationship,1.0,0.8179809735263114,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
39,What does the paper ultimately recommend as the way forward ,holistic,0.7333333333333334,0.7192575234591722,100.0,4.0,4.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
40,What role does Deep Reinforcement Learning play as a bridge ,relationship,0.75,0.7564076951876331,100.0,4.0,3.0,3.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
41,Which API category does the paper list Bloomberg Terminal AP,direct_fact,1.0,0.8911998502462072,100.0,3.0,3.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
42,What are two evaluation metrics the paper lists specifically,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
43,What governance requirement does the paper specify for the ',direct_fact,0.5,0.5666332145454308,100.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
44,What blockchain-related trend does the paper discuss as an e,direct_fact,0.7333333333333334,0.7956176024115139,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
45,What does the paper identify as the primary weakness of curr,direct_fact,0.5,0.5903678090688592,100.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
46,"Besides arXiv, which two literature databases does the paper",direct_fact,1.0,1.0,100.0,5.0,2.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
47,What is the DOI or the name of the journal that formally pub,unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
48,"How much grant funding, or from which funding agency, suppor",unanswerable,0.0,0.0,0.0,5.0,5.0,4.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
49,What accuracy or F1 score did the authors' own proposed neur,unanswerable,0.0,0.0,0.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
50,Who are the named peer reviewers who evaluated this paper be,unanswerable,0.0,0.0,0.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
51,What programming language or software did the authors build ,unanswerable,0.0,0.0,0.0,5.0,5.0,5.0,e5-large-v2,Mistral-Large-3,research_papers,"""recursive"", chunk_size=500, chunk_overlap=300",2026-07-11_21-00-12
