idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
20,How does the paper compare the flexibility and verifiability,comparative,0.175,0.3163192921551512,75.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,1.0,100.0,5.0,5.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.75,0.7379724363153749,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.5,0.40328679819136465,50.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
24,What real-world hybrid example does the paper give for robot,relationship,0.0,0.0,0.0,3.0,2.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
25,What company's product is given as the example of neural/orc,direct_fact,0.1111111111111111,0.3010299956639812,100.0,5.0,4.0,5.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
26,What system is cited as the example of the symbolic/determin,direct_fact,0.0,0.0,0.0,3.0,2.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,0.25,0.5012658353418871,100.0,4.0,3.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
29,What is the central argument the paper makes about the futur,holistic,0.6666666666666666,0.6558226611630564,66.66666666666666,5.0,4.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.8993657940639426,100.0,5.0,5.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.0925925925925926,0.21907906092400112,66.66666666666666,5.0,4.0,4.0,e5-base-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=400,
            chunk_overlap=100,
        )",2026-07-11_00-25-36
