idx,question,category,mrr,ndcg,coverage_%,accuracy,completeness,relevance,embedding_model,llm_model,chroma_collection,note,timestamp
10,How many elements make up the tuple that formally defines a ,numerical,1.0,1.0,100.0,5.0,5.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
11,"In what year did the Transformer architecture emerge, accord",temporal,1.0,1.0,100.0,5.0,4.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
12,What time period does the paper assign to the Agentic AI Era,temporal,0.08333333333333333,0.1781035935540111,50.0,1.0,1.0,1.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
13,What publication date range did the review's inclusion crite,temporal,0.5,0.6309297535714575,100.0,5.0,3.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
14,What five historical eras of AI does the paper's timeline ch,temporal,0.12222222222222223,0.18639194984708776,40.0,1.0,1.0,3.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
15,How does the paper distinguish an AI Agent from Agentic AI a,spanning,0.5833333333333334,0.6872021038816168,100.0,5.0,5.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
16,How do coordination mechanisms differ between the symbolic a,spanning,0.0,0.0,0.0,4.0,4.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
17,How does the paper connect the choice of architectural parad,spanning,0.5,0.45053358353825246,50.0,4.0,4.0,3.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
18,How does the paper contrast MDPs and POMDPs?,comparative,0.611111111111111,0.7497394185402454,100.0,4.0,5.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
19,How does transparency and explainability differ between the ,comparative,0.0,0.0,0.0,5.0,4.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
20,How does the paper compare the flexibility and verifiability,comparative,0.05,0.14453241315894394,50.0,5.0,5.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
21,What are the two cognitive architectures the paper identifie,direct_fact,1.0,0.8315546295836225,100.0,5.0,5.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
22,"What primary mechanism does CrewAI use, and where is it appl",relationship,0.7333333333333334,0.6880803406722492,100.0,5.0,3.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
23,Which framework is associated with Retrieval-Augmented Gener,relationship,0.0625,0.15773243839286438,50.0,5.0,5.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
24,What real-world hybrid example does the paper give for robot,relationship,0.0,0.0,0.0,1.0,1.0,3.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
25,What company's product is given as the example of neural/orc,direct_fact,0.3333333333333333,0.5,100.0,5.0,4.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
26,What system is cited as the example of the symbolic/determin,direct_fact,0.625,0.6539459367057212,100.0,5.0,3.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
27,What two benchmarks does the paper mention for evaluating ag,direct_fact,1.0,1.0,100.0,5.0,4.0,5.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
28,What are the three levels of agency proposed in the paper's ,holistic,1.0,1.0,100.0,3.0,3.0,3.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
29,What is the central argument the paper makes about the futur,holistic,0.0,0.0,0.0,5.0,5.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
30,"What does the paper describe as the 'attribution gap,' and w",relationship,1.0,0.8806545122355175,100.0,5.0,4.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
31,How do the paper's identified research gaps in Long-term Aut,comparative,0.0,0.0,0.0,3.0,3.0,4.0,MiniLM-L6-v2,Mistral-Large-3,research_papers,"RecursiveCharacterChunker(
            chunk_size=500,
            chunk_overlap=100,
        )",2026-07-10_21-06-55
